case_id,event_n,activity_code,activity_name,start_time,stop_time,sex_label,PEEDUCA,education_label,GEREG,region_label,TUDIARYDAY,weekday_label,is_weekend
'20100112092072,4,18,Travel related to personal care,07:25:00,07:30:00,Male,44,Master’s degree,2,Midwest,1,Sunday,TRUE
'20100112092072,5,50,Insufficient detail in verbatim,07:30:00,07:32:00,Male,44,Master’s degree,2,Midwest,1,Sunday,TRUE
'20100112092072,6,11,Eating and drinking,07:32:00,08:02:00,Male,44,Master’s degree,2,Midwest,1,Sunday,TRUE
'20100112092072,7,1,Sleeping,08:02:00,08:47:00,Male,44,Master’s degree,2,Midwest,1,Sunday,TRUE
'20100112092072,8,2,Interior cleaning,08:47:00,09:32:00,Male,44,Master’s degree,2,Midwest,1,Sunday,TRUE
'20100112092072,9,2,Interior cleaning,09:32:00,10:02:00,Male,44,Master’s degree,2,Midwest,1,Sunday,TRUE
'20100112092072,10,18,Travel related to personal care,10:02:00,11:02:00,Male,44,Master’s degree,2,Midwest,1,Sunday,TRUE
'20100112092072,11,50,Insufficient detail in verbatim,11:02:00,11:47:00,Male,44,Master’s degree,2,Midwest,1,Sunday,TRUE
'20100112092072,12,18,Travel related to personal care,11:47:00,11:57:00,Male,44,Master’s degree,2,Midwest,1,Sunday,TRUE
'20100112092072,13,11,Eating and drinking,11:57:00,13:27:00,Male,44,Master’s degree,2,Midwest,1,Sunday,TRUE
'20100112092072,14,18,Travel related to personal care,13:27:00,14:12:00,Male,44,Master’s degree,2,Midwest,1,Sunday,TRUE
'20100112092072,15,2,Interior cleaning,14:12:00,14:27:00,Male,44,Master’s degree,2,Midwest,1,Sunday,TRUE
'20100112092072,16,12,Socializing and communicating with others,14:27:00,16:00:00,Male,44,Master’s degree,2,Midwest,1,Sunday,TRUE
'20100112092072,17,2,Interior cleaning,16:00:00,17:00:00,Male,44,Master’s degree,2,Midwest,1,Sunday,TRUE
'20100112092072,18,12,Socializing and communicating with others,17:00:00,17:30:00,Male,44,Master’s degree,2,Midwest,1,Sunday,TRUE
'20100112092072,19,2,Interior cleaning,17:30:00,18:00:00,Male,44,Master’s degree,2,Midwest,1,Sunday,TRUE
'20100112092072,20,11,Eating and drinking,18:00:00,19:00:00,Male,44,Master’s degree,2,Midwest,1,Sunday,TRUE
'20100112092072,21,8,Using paid childcare services,19:00:00,19:45:00,Male,44,Master’s degree,2,Midwest,1,Sunday,TRUE
'20100112092072,22,2,Interior cleaning,19:45:00,20:45:00,Male,44,Master’s degree,2,Midwest,1,Sunday,TRUE
'20100112092072,23,5,"Work, main job",20:45:00,21:00:00,Male,44,Master’s degree,2,Midwest,1,Sunday,TRUE
'20100112092072,24,12,Socializing and communicating with others,21:00:00,22:15:00,Male,44,Master’s degree,2,Midwest,1,Sunday,TRUE
'20100112092072,25,5,"Work, main job",22:15:00,22:20:00,Male,44,Master’s degree,2,Midwest,1,Sunday,TRUE
'20100112092072,26,1,Sleeping,22:20:00,22:30:00,Male,44,Master’s degree,2,Midwest,1,Sunday,TRUE
'20100112092072,27,1,Sleeping,22:30:00,23:00:00,Male,44,Master’s degree,2,Midwest,1,Sunday,TRUE
'20100112092072,28,1,Sleeping,23:00:00,23:30:00,Male,44,Master’s degree,2,Midwest,1,Sunday,TRUE
'20100112092072,29,1,Sleeping,23:30:00,23:35:00,Male,44,Master’s degree,2,Midwest,1,Sunday,TRUE
'20100112092072,30,1,Sleeping,23:35:00,04:00:00,Male,44,Master’s degree,2,Midwest,1,Sunday,TRUE
'20100112092086,1,1,Sleeping,04:00:00,09:00:00,Female,44,Master’s degree,3,South,7,Saturday,TRUE
'20100112092086,2,16,Waiting associated with telephone calls,09:00:00,09:20:00,Female,44,Master’s degree,3,South,7,Saturday,TRUE
'20100112092086,3,12,Socializing and communicating with others,09:20:00,09:50:00,Female,44,Master’s degree,3,South,7,Saturday,TRUE
'20100112092086,4,3,Physical care for hh children,09:50:00,11:50:00,Female,44,Master’s degree,3,South,7,Saturday,TRUE
'20100112092086,5,3,Physical care for hh children,11:50:00,12:50:00,Female,44,Master’s degree,3,South,7,Saturday,TRUE
'20100112092086,6,16,Waiting associated with telephone calls,12:50:00,13:00:00,Female,44,Master’s degree,3,South,7,Saturday,TRUE
'20100112092086,7,3,Physical care for hh children,13:00:00,13:20:00,Female,44,Master’s degree,3,South,7,Saturday,TRUE
'20100112092086,8,1,Sleeping,13:20:00,14:20:00,Female,44,Master’s degree,3,South,7,Saturday,TRUE
'20100112092086,9,2,Interior cleaning,14:20:00,14:35:00,Female,44,Master’s degree,3,South,7,Saturday,TRUE
'20100112092086,10,2,Interior cleaning,14:35:00,15:20:00,Female,44,Master’s degree,3,South,7,Saturday,TRUE
'20100112092086,11,2,Interior cleaning,15:20:00,15:50:00,Female,44,Master’s degree,3,South,7,Saturday,TRUE
'20100112092086,12,3,Physical care for hh children,15:50:00,16:00:00,Female,44,Master’s degree,3,South,7,Saturday,TRUE
'20100112092086,13,18,Travel related to personal care,16:00:00,16:35:00,Female,44,Master’s degree,3,South,7,Saturday,TRUE
'20100112092086,14,4,Physical care for nonhh children,16:35:00,16:50:00,Female,44,Master’s degree,3,South,7,Saturday,TRUE
'20100112092086,15,18,Travel related to personal care,16:50:00,17:20:00,Female,44,Master’s degree,3,South,7,Saturday,TRUE
'20100112092086,16,7,Security procedures rel. to consumer purchases,17:20:00,17:55:00,Female,44,Master’s degree,3,South,7,Saturday,TRUE
'20100112092086,17,18,Travel related to personal care,17:55:00,18:00:00,Female,44,Master’s degree,3,South,7,Saturday,TRUE
'20100112092086,18,2,Interior cleaning,18:00:00,18:05:00,Female,44,Master’s degree,3,South,7,Saturday,TRUE
'20100112092086,19,3,Physical care for hh children,18:05:00,18:25:00,Female,44,Master’s degree,3,South,7,Saturday,TRUE
'20100112092086,20,12,Socializing and communicating with others,18:25:00,18:45:00,Female,44,Master’s degree,3,South,7,Saturday,TRUE
'20100112092086,21,11,Eating and drinking,18:45:00,18:55:00,Female,44,Master’s degree,3,South,7,Saturday,TRUE
'20100112092086,22,12,Socializing and communicating with others,18:55:00,19:25:00,Female,44,Master’s degree,3,South,7,Saturday,TRUE
'20100112092086,23,12,Socializing and communicating with others,19:25:00,23:30:00,Female,44,Master’s degree,3,South,7,Saturday,TRUE
'20100112092086,24,18,Travel related to personal care,23:30:00,00:00:00,Female,44,Master’s degree,3,South,7,Saturday,TRUE
'20100112092086,25,4,Physical care for nonhh children,00:00:00,00:05:00,Female,44,Master’s degree,3,South,7,Saturday,TRUE
'20100112092086,26,18,Travel related to personal care,00:05:00,00:35:00,Female,44,Master’s degree,3,South,7,Saturday,TRUE
'20100112092086,27,2,Interior cleaning,00:35:00,00:50:00,Female,44,Master’s degree,3,South,7,Saturday,TRUE
'20100112092086,28,12,Socializing and communicating with others,00:50:00,01:15:00,Female,44,Master’s degree,3,South,7,Saturday,TRUE
'20100112092086,29,1,Sleeping,01:15:00,07:27:00,Female,44,Master’s degree,3,South,7,Saturday,TRUE
'20100112092093,1,1,Sleeping,04:00:00,09:00:00,Female,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100112092093,2,18,Travel related to personal care,09:00:00,09:10:00,Female,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100112092093,3,4,Physical care for nonhh children,09:10:00,09:40:00,Female,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100112092093,4,4,Physical care for nonhh children,09:40:00,09:45:00,Female,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100112092093,5,18,Travel related to personal care,09:45:00,10:00:00,Female,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100112092093,6,11,Eating and drinking,10:00:00,10:45:00,Female,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100112092093,7,12,Socializing and communicating with others,10:45:00,12:00:00,Female,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100112092093,8,18,Travel related to personal care,12:00:00,12:20:00,Female,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100112092093,9,4,Physical care for nonhh children,12:20:00,12:22:00,Female,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100112092093,10,18,Travel related to personal care,12:22:00,12:27:00,Female,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100112092093,11,1,Sleeping,12:27:00,14:00:00,Female,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100112092093,12,16,Waiting associated with telephone calls,14:00:00,15:30:00,Female,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100112092093,13,2,Interior cleaning,15:30:00,16:00:00,Female,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100112092093,14,11,Eating and drinking,16:00:00,17:00:00,Female,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100112092093,15,2,Interior cleaning,17:00:00,18:30:00,Female,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100112092093,16,2,Interior cleaning,18:30:00,19:30:00,Female,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100112092093,17,50,Insufficient detail in verbatim,19:30:00,20:30:00,Female,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100112092093,18,1,Sleeping,20:30:00,22:30:00,Female,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100112092093,19,1,Sleeping,22:30:00,07:00:00,Female,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100112092212,1,1,Sleeping,04:00:00,16:00:00,Male,44,Master’s degree,3,South,1,Sunday,TRUE
'20100112092212,2,11,Eating and drinking,16:00:00,16:15:00,Male,44,Master’s degree,3,South,1,Sunday,TRUE
'20100112092212,3,1,Sleeping,16:15:00,18:17:00,Male,44,Master’s degree,3,South,1,Sunday,TRUE
'20100112092212,4,18,Travel related to personal care,18:17:00,18:32:00,Male,44,Master’s degree,3,South,1,Sunday,TRUE
'20100112092212,5,18,Travel related to personal care,18:32:00,18:37:00,Male,44,Master’s degree,3,South,1,Sunday,TRUE
'20100112092212,6,18,Travel related to personal care,18:37:00,18:49:00,Male,44,Master’s degree,3,South,1,Sunday,TRUE
'20100112092212,7,12,Socializing and communicating with others,18:49:00,20:49:00,Male,44,Master’s degree,3,South,1,Sunday,TRUE
'20100112092212,8,18,Travel related to personal care,20:49:00,21:04:00,Male,44,Master’s degree,3,South,1,Sunday,TRUE
'20100112092212,9,11,Eating and drinking,21:04:00,21:24:00,Male,44,Master’s degree,3,South,1,Sunday,TRUE
'20100112092212,10,12,Socializing and communicating with others,21:24:00,22:24:00,Male,44,Master’s degree,3,South,1,Sunday,TRUE
'20100112092212,11,1,Sleeping,22:24:00,14:30:00,Male,44,Master’s degree,3,South,1,Sunday,TRUE
'20100112092242,1,1,Sleeping,04:00:00,09:30:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100112092242,2,2,Interior cleaning,09:30:00,10:00:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100112092242,3,11,Eating and drinking,10:00:00,10:30:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100112092242,4,1,Sleeping,10:30:00,11:30:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100112092242,5,2,Interior cleaning,11:30:00,12:30:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100112092242,6,18,Travel related to personal care,12:30:00,12:40:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100112092242,7,15,"Attending meetings, conferences, & training",12:40:00,13:40:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100112092242,8,14,Attending religious services,13:40:00,15:00:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100112092242,9,18,Travel related to personal care,15:00:00,15:10:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100112092242,10,11,Eating and drinking,15:10:00,15:50:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100112092242,11,2,Interior cleaning,15:50:00,16:10:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100112092242,12,2,Interior cleaning,16:10:00,18:10:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100112092242,13,3,Physical care for hh children,18:10:00,19:10:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100112092242,14,2,Interior cleaning,19:10:00,21:30:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100112092242,15,3,Physical care for hh children,21:30:00,21:35:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100112092242,16,3,Physical care for hh children,21:35:00,22:05:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100112092242,17,1,Sleeping,22:05:00,22:20:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100112092242,18,2,Interior cleaning,22:20:00,23:20:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100112092242,19,1,Sleeping,23:20:00,07:30:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100112092279,1,1,Sleeping,04:00:00,05:00:00,Female,44,Master’s degree,2,Midwest,2,Monday,FALSE
'20100112092279,2,1,Sleeping,05:00:00,06:00:00,Female,44,Master’s degree,2,Midwest,2,Monday,FALSE
'20100112092279,3,3,Physical care for hh children,06:00:00,07:00:00,Female,44,Master’s degree,2,Midwest,2,Monday,FALSE
'20100112092279,4,18,Travel related to personal care,07:00:00,07:05:00,Female,44,Master’s degree,2,Midwest,2,Monday,FALSE
'20100112092279,5,7,Security procedures rel. to consumer purchases,07:05:00,07:10:00,Female,44,Master’s degree,2,Midwest,2,Monday,FALSE
'20100112092279,6,18,Travel related to personal care,07:10:00,07:15:00,Female,44,Master’s degree,2,Midwest,2,Monday,FALSE
'20100112092279,7,3,Physical care for hh children,07:15:00,07:25:00,Female,44,Master’s degree,2,Midwest,2,Monday,FALSE
'20100112092279,8,18,Travel related to personal care,07:25:00,07:30:00,Female,44,Master’s degree,2,Midwest,2,Monday,FALSE
'20100112092279,9,5,"Work, main job",07:30:00,11:00:00,Female,44,Master’s degree,2,Midwest,2,Monday,FALSE
'20100112092279,10,11,Eating and drinking,11:00:00,11:30:00,Female,44,Master’s degree,2,Midwest,2,Monday,FALSE
'20100112092279,11,5,"Work, main job",11:30:00,14:45:00,Female,44,Master’s degree,2,Midwest,2,Monday,FALSE
'20100112092279,12,18,Travel related to personal care,14:45:00,14:50:00,Female,44,Master’s degree,2,Midwest,2,Monday,FALSE
'20100112092279,13,3,Physical care for hh children,14:50:00,15:00:00,Female,44,Master’s degree,2,Midwest,2,Monday,FALSE
'20100112092279,14,18,Travel related to personal care,15:00:00,15:15:00,Female,44,Master’s degree,2,Midwest,2,Monday,FALSE
'20100112092279,15,3,Physical care for hh children,15:15:00,15:25:00,Female,44,Master’s degree,2,Midwest,2,Monday,FALSE
'20100112092279,16,3,Physical care for hh children,15:25:00,15:26:00,Female,44,Master’s degree,2,Midwest,2,Monday,FALSE
'20100112092279,17,18,Travel related to personal care,15:26:00,15:41:00,Female,44,Master’s degree,2,Midwest,2,Monday,FALSE
'20100112092279,18,3,Physical care for hh children,15:41:00,15:46:00,Female,44,Master’s degree,2,Midwest,2,Monday,FALSE
'20100112092279,19,18,Travel related to personal care,15:46:00,15:48:00,Female,44,Master’s degree,2,Midwest,2,Monday,FALSE
'20100112092279,20,7,Security procedures rel. to consumer purchases,15:48:00,16:03:00,Female,44,Master’s degree,2,Midwest,2,Monday,FALSE
'20100112092279,21,18,Travel related to personal care,16:03:00,16:18:00,Female,44,Master’s degree,2,Midwest,2,Monday,FALSE
'20100112092279,22,3,Physical care for hh children,16:18:00,16:48:00,Female,44,Master’s degree,2,Midwest,2,Monday,FALSE
'20100112092279,23,2,Interior cleaning,16:48:00,17:18:00,Female,44,Master’s degree,2,Midwest,2,Monday,FALSE
'20100112092279,24,18,Travel related to personal care,17:18:00,17:21:00,Female,44,Master’s degree,2,Midwest,2,Monday,FALSE
'20100112092279,25,4,Physical care for nonhh children,17:21:00,17:26:00,Female,44,Master’s degree,2,Midwest,2,Monday,FALSE
'20100112092279,26,18,Travel related to personal care,17:26:00,17:41:00,Female,44,Master’s degree,2,Midwest,2,Monday,FALSE
'20100112092279,27,11,Eating and drinking,17:41:00,18:15:00,Female,44,Master’s degree,2,Midwest,2,Monday,FALSE
'20100112092279,28,18,Travel related to personal care,18:15:00,18:20:00,Female,44,Master’s degree,2,Midwest,2,Monday,FALSE
'20100112092279,29,15,"Attending meetings, conferences, & training",18:20:00,20:30:00,Female,44,Master’s degree,2,Midwest,2,Monday,FALSE
'20100112092279,30,18,Travel related to personal care,20:30:00,20:45:00,Female,44,Master’s degree,2,Midwest,2,Monday,FALSE
'20100112092279,31,4,Physical care for nonhh children,20:45:00,20:50:00,Female,44,Master’s degree,2,Midwest,2,Monday,FALSE
'20100112092279,32,18,Travel related to personal care,20:50:00,20:53:00,Female,44,Master’s degree,2,Midwest,2,Monday,FALSE
'20100112092279,33,3,Physical care for hh children,20:53:00,21:13:00,Female,44,Master’s degree,2,Midwest,2,Monday,FALSE
'20100112092279,34,3,Physical care for hh children,21:13:00,21:28:00,Female,44,Master’s degree,2,Midwest,2,Monday,FALSE
'20100112092279,35,3,Physical care for hh children,21:28:00,21:33:00,Female,44,Master’s degree,2,Midwest,2,Monday,FALSE
'20100112092279,36,2,Interior cleaning,21:33:00,22:03:00,Female,44,Master’s degree,2,Midwest,2,Monday,FALSE
'20100112092279,37,5,"Work, main job",22:03:00,22:08:00,Female,44,Master’s degree,2,Midwest,2,Monday,FALSE
'20100112092279,38,12,Socializing and communicating with others,22:08:00,23:15:00,Female,44,Master’s degree,2,Midwest,2,Monday,FALSE
'20100112092279,39,1,Sleeping,23:15:00,05:30:00,Female,44,Master’s degree,2,Midwest,2,Monday,FALSE
'20100112092305,1,1,Sleeping,04:00:00,05:30:00,Male,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100112092305,2,1,Sleeping,05:30:00,06:10:00,Male,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100112092305,3,18,Travel related to personal care,06:10:00,07:00:00,Male,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100112092305,4,5,"Work, main job",07:00:00,12:00:00,Male,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100112092305,5,11,Eating and drinking,12:00:00,12:30:00,Male,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100112092305,6,5,"Work, main job",12:30:00,16:00:00,Male,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100112092305,7,18,Travel related to personal care,16:00:00,16:45:00,Male,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100112092305,8,3,Physical care for hh children,16:45:00,17:45:00,Male,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100112092305,9,12,Socializing and communicating with others,17:45:00,19:45:00,Male,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100112092305,10,1,Sleeping,19:45:00,09:00:00,Male,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100112092314,1,1,Sleeping,04:00:00,06:00:00,Female,44,Master’s degree,2,Midwest,4,Wednesday,FALSE
'20100112092314,2,1,Sleeping,06:00:00,06:20:00,Female,44,Master’s degree,2,Midwest,4,Wednesday,FALSE
'20100112092314,3,3,Physical care for hh children,06:20:00,06:45:00,Female,44,Master’s degree,2,Midwest,4,Wednesday,FALSE
'20100112092314,4,2,Interior cleaning,06:45:00,06:50:00,Female,44,Master’s degree,2,Midwest,4,Wednesday,FALSE
'20100112092314,5,2,Interior cleaning,06:50:00,07:00:00,Female,44,Master’s degree,2,Midwest,4,Wednesday,FALSE
'20100112092314,6,18,Travel related to personal care,07:00:00,07:15:00,Female,44,Master’s degree,2,Midwest,4,Wednesday,FALSE
'20100112092314,7,3,Physical care for hh children,07:15:00,07:16:00,Female,44,Master’s degree,2,Midwest,4,Wednesday,FALSE
'20100112092314,8,18,Travel related to personal care,07:16:00,07:26:00,Female,44,Master’s degree,2,Midwest,4,Wednesday,FALSE
'20100112092314,9,5,"Work, main job",07:26:00,11:15:00,Female,44,Master’s degree,2,Midwest,4,Wednesday,FALSE
'20100112092314,10,18,Travel related to personal care,11:15:00,11:16:00,Female,44,Master’s degree,2,Midwest,4,Wednesday,FALSE
'20100112092314,11,8,Using paid childcare services,11:16:00,11:21:00,Female,44,Master’s degree,2,Midwest,4,Wednesday,FALSE
'20100112092314,12,18,Travel related to personal care,11:21:00,11:31:00,Female,44,Master’s degree,2,Midwest,4,Wednesday,FALSE
'20100112092314,13,7,Security procedures rel. to consumer purchases,11:31:00,11:34:00,Female,44,Master’s degree,2,Midwest,4,Wednesday,FALSE
'20100112092314,14,18,Travel related to personal care,11:34:00,11:44:00,Female,44,Master’s degree,2,Midwest,4,Wednesday,FALSE
'20100112092314,15,2,Interior cleaning,11:44:00,11:46:00,Female,44,Master’s degree,2,Midwest,4,Wednesday,FALSE
'20100112092314,16,18,Travel related to personal care,11:46:00,11:49:00,Female,44,Master’s degree,2,Midwest,4,Wednesday,FALSE
'20100112092314,17,5,"Work, main job",11:49:00,15:15:00,Female,44,Master’s degree,2,Midwest,4,Wednesday,FALSE
'20100112092314,18,18,Travel related to personal care,15:15:00,15:25:00,Female,44,Master’s degree,2,Midwest,4,Wednesday,FALSE
'20100112092314,19,3,Physical care for hh children,15:25:00,15:50:00,Female,44,Master’s degree,2,Midwest,4,Wednesday,FALSE
'20100112092314,20,18,Travel related to personal care,15:50:00,15:53:00,Female,44,Master’s degree,2,Midwest,4,Wednesday,FALSE
'20100112092314,21,7,Security procedures rel. to consumer purchases,15:53:00,16:01:00,Female,44,Master’s degree,2,Midwest,4,Wednesday,FALSE
'20100112092314,22,18,Travel related to personal care,16:01:00,16:21:00,Female,44,Master’s degree,2,Midwest,4,Wednesday,FALSE
'20100112092314,23,8,Using paid childcare services,16:21:00,16:41:00,Female,44,Master’s degree,2,Midwest,4,Wednesday,FALSE
'20100112092314,24,18,Travel related to personal care,16:41:00,17:06:00,Female,44,Master’s degree,2,Midwest,4,Wednesday,FALSE
'20100112092314,25,2,Interior cleaning,17:06:00,17:08:00,Female,44,Master’s degree,2,Midwest,4,Wednesday,FALSE
'20100112092314,26,18,Travel related to personal care,17:08:00,17:13:00,Female,44,Master’s degree,2,Midwest,4,Wednesday,FALSE
'20100112092314,27,7,Security procedures rel. to consumer purchases,17:13:00,17:53:00,Female,44,Master’s degree,2,Midwest,4,Wednesday,FALSE
'20100112092314,28,18,Travel related to personal care,17:53:00,17:58:00,Female,44,Master’s degree,2,Midwest,4,Wednesday,FALSE
'20100112092314,29,7,Security procedures rel. to consumer purchases,17:58:00,18:13:00,Female,44,Master’s degree,2,Midwest,4,Wednesday,FALSE
'20100112092314,30,18,Travel related to personal care,18:13:00,18:14:00,Female,44,Master’s degree,2,Midwest,4,Wednesday,FALSE
'20100112092314,31,7,Security procedures rel. to consumer purchases,18:14:00,18:24:00,Female,44,Master’s degree,2,Midwest,4,Wednesday,FALSE
'20100112092314,32,18,Travel related to personal care,18:24:00,18:39:00,Female,44,Master’s degree,2,Midwest,4,Wednesday,FALSE
'20100112092314,33,3,Physical care for hh children,18:39:00,18:54:00,Female,44,Master’s degree,2,Midwest,4,Wednesday,FALSE
'20100112092314,34,18,Travel related to personal care,18:54:00,19:04:00,Female,44,Master’s degree,2,Midwest,4,Wednesday,FALSE
'20100112092314,35,2,Interior cleaning,19:04:00,19:05:00,Female,44,Master’s degree,2,Midwest,4,Wednesday,FALSE
'20100112092314,36,3,Physical care for hh children,19:05:00,19:20:00,Female,44,Master’s degree,2,Midwest,4,Wednesday,FALSE
'20100112092314,37,2,Interior cleaning,19:20:00,19:25:00,Female,44,Master’s degree,2,Midwest,4,Wednesday,FALSE
'20100112092314,38,3,Physical care for hh children,19:25:00,19:35:00,Female,44,Master’s degree,2,Midwest,4,Wednesday,FALSE
'20100112092314,39,1,Sleeping,19:35:00,19:40:00,Female,44,Master’s degree,2,Midwest,4,Wednesday,FALSE
'20100112092314,40,11,Eating and drinking,19:40:00,19:55:00,Female,44,Master’s degree,2,Midwest,4,Wednesday,FALSE
'20100112092314,41,12,Socializing and communicating with others,19:55:00,20:00:00,Female,44,Master’s degree,2,Midwest,4,Wednesday,FALSE
'20100112092314,42,3,Physical care for hh children,20:00:00,20:15:00,Female,44,Master’s degree,2,Midwest,4,Wednesday,FALSE
'20100112092314,43,3,Physical care for hh children,20:15:00,20:20:00,Female,44,Master’s degree,2,Midwest,4,Wednesday,FALSE
'20100112092314,44,5,"Work, main job",20:20:00,20:45:00,Female,44,Master’s degree,2,Midwest,4,Wednesday,FALSE
'20100112092314,45,12,Socializing and communicating with others,20:45:00,21:00:00,Female,44,Master’s degree,2,Midwest,4,Wednesday,FALSE
'20100112092314,46,1,Sleeping,21:00:00,21:30:00,Female,44,Master’s degree,2,Midwest,4,Wednesday,FALSE
'20100112092314,47,14,Attending religious services,21:30:00,21:45:00,Female,44,Master’s degree,2,Midwest,4,Wednesday,FALSE
'20100112092314,48,1,Sleeping,21:45:00,00:30:00,Female,44,Master’s degree,2,Midwest,4,Wednesday,FALSE
'20100112092314,49,3,Physical care for hh children,00:30:00,00:40:00,Female,44,Master’s degree,2,Midwest,4,Wednesday,FALSE
'20100112092314,50,1,Sleeping,00:40:00,02:30:00,Female,44,Master’s degree,2,Midwest,4,Wednesday,FALSE
'20100112092314,51,1,Sleeping,02:30:00,02:45:00,Female,44,Master’s degree,2,Midwest,4,Wednesday,FALSE
'20100112092314,52,1,Sleeping,02:45:00,06:00:00,Female,44,Master’s degree,2,Midwest,4,Wednesday,FALSE
'20100112092350,1,1,Sleeping,04:00:00,07:30:00,Male,44,Master’s degree,3,South,7,Saturday,TRUE
'20100112092350,2,3,Physical care for hh children,07:30:00,08:00:00,Male,44,Master’s degree,3,South,7,Saturday,TRUE
'20100112092350,3,2,Interior cleaning,08:00:00,09:00:00,Male,44,Master’s degree,3,South,7,Saturday,TRUE
'20100112092350,4,3,Physical care for hh children,09:00:00,11:00:00,Male,44,Master’s degree,3,South,7,Saturday,TRUE
'20100112092350,5,3,Physical care for hh children,11:00:00,12:00:00,Male,44,Master’s degree,3,South,7,Saturday,TRUE
'20100112092350,6,18,Travel related to personal care,12:00:00,12:35:00,Male,44,Master’s degree,3,South,7,Saturday,TRUE
'20100112092350,7,7,Security procedures rel. to consumer purchases,12:35:00,14:05:00,Male,44,Master’s degree,3,South,7,Saturday,TRUE
'20100112092350,8,18,Travel related to personal care,14:05:00,14:10:00,Male,44,Master’s degree,3,South,7,Saturday,TRUE
'20100112092350,9,7,Security procedures rel. to consumer purchases,14:10:00,14:20:00,Male,44,Master’s degree,3,South,7,Saturday,TRUE
'20100112092350,10,18,Travel related to personal care,14:20:00,14:50:00,Male,44,Master’s degree,3,South,7,Saturday,TRUE
'20100112092350,11,3,Physical care for hh children,14:50:00,15:20:00,Male,44,Master’s degree,3,South,7,Saturday,TRUE
'20100112092350,12,1,Sleeping,15:20:00,16:50:00,Male,44,Master’s degree,3,South,7,Saturday,TRUE
'20100112092350,13,2,Interior cleaning,16:50:00,17:50:00,Male,44,Master’s degree,3,South,7,Saturday,TRUE
'20100112092350,14,11,Eating and drinking,17:50:00,18:20:00,Male,44,Master’s degree,3,South,7,Saturday,TRUE
'20100112092350,15,5,"Work, main job",18:20:00,18:21:00,Male,44,Master’s degree,3,South,7,Saturday,TRUE
'20100112092350,16,3,Physical care for hh children,18:21:00,18:51:00,Male,44,Master’s degree,3,South,7,Saturday,TRUE
'20100112092350,17,3,Physical care for hh children,18:51:00,19:21:00,Male,44,Master’s degree,3,South,7,Saturday,TRUE
'20100112092350,18,12,Socializing and communicating with others,19:21:00,21:21:00,Male,44,Master’s degree,3,South,7,Saturday,TRUE
'20100112092350,19,6,"Taking class for degree, certification, or licensure",21:21:00,22:21:00,Male,44,Master’s degree,3,South,7,Saturday,TRUE
